Format Version,1.23,Take Name,rec4,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-12-18 04.41.51.694 PM,Total Frames in Take,7268,Total Exported Frames,7268,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
3148,26.233333,-0.462389,0.877887,-0.026921,0.121598,-1.611730,1.514568,0.048446,0.001526
3149,26.241667,-0.475758,0.870516,-0.029076,0.122523,-1.611803,1.515854,0.048389,0.001471
3150,26.250000,-0.466503,0.874845,-0.031506,0.126606,-1.612599,1.518191,0.047963,0.001317
3151,26.258333,-0.473514,0.871060,-0.030775,0.126857,-1.612471,1.519848,0.047902,0.001329
3152,26.266667,-0.484348,0.866084,-0.019012,0.122248,-1.610801,1.520022,0.048643,0.001627
3153,26.275000,-0.492049,0.861679,-0.019459,0.122550,-1.610722,1.522038,0.048553,0.001663
3154,26.283333,-0.498334,0.858188,-0.019269,0.121680,-1.610594,1.524065,0.048544,0.001679
3155,26.291667,-0.506813,0.853544,-0.014935,0.119921,-1.610160,1.525828,0.048752,0.001627
3156,26.300000,-0.513094,0.849458,-0.019055,0.121627,-1.610536,1.528476,0.048540,0.001769
3157,26.308333,-0.519460,0.845273,-0.022218,0.123211,-1.610752,1.530984,0.048477,0.001930
3158,26.316667,-0.527529,0.840869,-0.016220,0.119955,-1.610299,1.533029,0.048743,0.001790
3159,26.325000,-0.535883,0.835107,-0.020960,0.122416,-1.610800,1.535881,0.048698,0.001885
3160,26.333333,-0.545557,0.829318,-0.017903,0.119491,-1.610657,1.538266,0.048841,0.001708
3161,26.341667,-0.554075,0.823407,-0.021260,0.120623,-1.611004,1.541205,0.048905,0.001880
3162,26.350000,-0.561511,0.819324,-0.012042,0.115192,-1.610591,1.543208,0.049096,0.002043
3163,26.358333,-0.571757,0.811995,-0.014083,0.116448,-1.610548,1.545962,0.049428,0.001869
3164,26.366667,-0.578504,0.807117,-0.017289,0.116605,-1.610796,1.548823,0.049406,0.001854
3165,26.375000,-0.586801,0.801867,-0.010363,0.112100,-1.610301,1.551196,0.050047,0.001108
3166,26.383333,-0.596372,0.794784,-0.012089,0.111856,-1.610362,1.553970,0.050246,0.001185
3167,26.391667,-0.605080,0.788283,-0.011944,0.111106,-1.610354,1.556731,0.050548,0.001137
3168,26.400000,-0.612981,0.782042,-0.014376,0.111615,-1.610248,1.559568,0.050891,0.001118
3169,26.408333,-0.620095,0.776467,-0.015641,0.111069,-1.609991,1.562453,0.051153,0.001166
3170,26.416667,-0.626853,0.771166,-0.015755,0.110044,-1.609389,1.565317,0.051598,0.001113
3171,26.425000,-0.633110,0.766020,-0.017489,0.109904,-1.608636,1.568122,0.051980,0.001133
3172,26.433333,-0.639189,0.761147,-0.017422,0.108579,-1.607712,1.570950,0.052428,0.001114
3173,26.441667,-0.644932,0.756317,-0.019001,0.108105,-1.606707,1.573672,0.052898,0.001140
3174,26.450000,-0.651615,0.751197,-0.015398,0.104228,-1.605848,1.576237,0.053464,0.001098
3175,26.458333,-0.656675,0.746394,-0.019611,0.106254,-1.604291,1.578607,0.054047,0.001147
3176,26.466667,-0.662919,0.740855,-0.020595,0.106059,-1.602876,1.580945,0.054660,0.001121
3177,26.475000,-0.668584,0.736471,-0.015898,0.101747,-1.601843,1.583182,0.055378,0.001096
3178,26.483333,-0.672509,0.732518,-0.020055,0.103669,-1.600138,1.585322,0.055961,0.001070
3179,26.491667,-0.678274,0.727675,-0.016677,0.100778,-1.599005,1.587443,0.056689,0.001137
3180,26.500000,-0.683048,0.723656,-0.015515,0.097603,-1.597631,1.589375,0.057403,0.001186
3181,26.508333,-0.685125,0.720803,-0.021277,0.102929,-1.595496,1.591423,0.058056,0.001143
3182,26.516667,-0.688839,0.717329,-0.021238,0.102414,-1.593741,1.593213,0.058784,0.001178
3183,26.525000,-0.690782,0.715590,-0.021208,0.101499,-1.592084,1.595065,0.059481,0.001090
3184,26.533333,-0.693946,0.712563,-0.020764,0.101299,-1.590195,1.596716,0.060237,0.001150
3185,26.541667,-0.697238,0.709453,-0.021024,0.100472,-1.588329,1.598279,0.060968,0.001194
3186,26.550000,-0.700499,0.706345,-0.020642,0.099760,-1.586567,1.599736,0.061710,0.001098
3187,26.558333,-0.704940,0.701997,-0.020563,0.099177,-1.584832,1.601133,0.062385,0.001137
3188,26.566667,-0.709253,0.697651,-0.021029,0.098999,-1.583103,1.602306,0.063159,0.001192
3189,26.575000,-0.713779,0.693147,-0.020629,0.098187,-1.581496,1.603355,0.063825,0.001184
3190,26.583333,-0.717478,0.689326,-0.021002,0.098050,-1.579990,1.604303,0.064528,0.001136
3191,26.591667,-0.721231,0.685502,-0.020529,0.097422,-1.578378,1.605045,0.065269,0.001133
3192,26.600000,-0.725641,0.680840,-0.020602,0.097355,-1.576774,1.605735,0.065879,0.001147
3193,26.608333,-0.728692,0.677687,-0.020039,0.096685,-1.575194,1.606317,0.066506,0.001104
3194,26.616667,-0.733273,0.672639,-0.020906,0.097109,-1.573548,1.606805,0.067112,0.001173
3195,26.625000,-0.736139,0.669585,-0.019885,0.096748,-1.572065,1.607257,0.067699,0.001183
3196,26.633333,-0.739361,0.665977,-0.020164,0.097026,-1.570491,1.607603,0.068284,0.001169
3197,26.641667,-0.742329,0.662691,-0.020209,0.096847,-1.569011,1.607854,0.068838,0.001171
3198,26.650000,-0.744850,0.659872,-0.019948,0.096793,-1.567626,1.608011,0.069344,0.001116
3199,26.658333,-0.748654,0.655538,-0.019950,0.096900,-1.566198,1.607962,0.069863,0.001145
3200,26.666667,-0.751652,0.652090,-0.019727,0.096995,-1.564945,1.607881,0.070353,0.001217
3201,26.675000,-0.754442,0.648830,-0.019317,0.097285,-1.563662,1.607615,0.070865,0.001124
3202,26.683333,-0.756643,0.646227,-0.018858,0.097604,-1.562389,1.607237,0.071296,0.001137
3203,26.691667,-0.758099,0.644451,-0.018493,0.098116,-1.561289,1.606795,0.071695,0.001120
3204,26.700000,-0.760179,0.641789,-0.019038,0.099360,-1.560066,1.606291,0.072133,0.001145
3205,26.708333,-0.760283,0.641674,-0.018020,0.099499,-1.559011,1.605751,0.072448,0.001154
3206,26.716667,-0.761012,0.640697,-0.017760,0.100266,-1.558080,1.605217,0.072692,0.001190
3207,26.725000,-0.761380,0.640077,-0.017954,0.101389,-1.557236,1.604672,0.072951,0.001163
3208,26.733333,-0.763674,0.637206,-0.018191,0.102173,-1.556394,1.603952,0.073180,0.001182
3209,26.741667,-0.766108,0.634188,-0.018160,0.102733,-1.555796,1.603316,0.073316,0.001133
3210,26.750000,-0.768177,0.631624,-0.018062,0.103094,-1.555281,1.602594,0.073438,0.001126
3211,26.758333,-0.770667,0.628489,-0.018100,0.103665,-1.554923,1.601844,0.073448,0.001106
3212,26.766667,-0.773747,0.624645,-0.017995,0.103976,-1.554609,1.601019,0.073478,0.001181
3213,26.775000,-0.776133,0.621422,-0.018996,0.105317,-1.554517,1.600188,0.073469,0.001087
3214,26.783333,-0.778829,0.617995,-0.018777,0.105611,-1.554397,1.599230,0.073428,0.001165
3215,26.791667,-0.780672,0.615379,-0.019726,0.107103,-1.554576,1.598309,0.073350,0.001106
3216,26.800000,-0.782707,0.612522,-0.020418,0.108488,-1.554671,1.597237,0.073301,0.001183
3217,26.808333,-0.783773,0.610997,-0.020703,0.109331,-1.554974,1.596273,0.073183,0.001115
3218,26.816667,-0.785216,0.608959,-0.020918,0.110302,-1.555277,1.595261,0.073065,0.001259
3219,26.825000,-0.785558,0.608319,-0.021179,0.111345,-1.555634,1.594324,0.072835,0.001178
3220,26.833333,-0.786728,0.606467,-0.021866,0.113044,-1.555932,1.593294,0.072631,0.001198
3221,26.841667,-0.787437,0.605324,-0.022350,0.114134,-1.556448,1.592341,0.072382,0.001161
3222,26.850000,-0.789306,0.602607,-0.022816,0.115499,-1.556965,1.591329,0.072145,0.001129
3223,26.858333,-0.791193,0.600008,-0.023163,0.116050,-1.557549,1.590273,0.071872,0.001170
3224,26.866667,-0.794357,0.595433,-0.024608,0.117694,-1.558281,1.589265,0.071514,0.001089
3225,26.875000,-0.797234,0.591286,-0.025743,0.118896,-1.559070,1.588189,0.071215,0.001193
3226,26.883333,-0.799188,0.588479,-0.026186,0.119610,-1.560082,1.587179,0.070847,0.001148
3227,26.891667,-0.801179,0.585361,-0.027228,0.121342,-1.561061,1.586199,0.070352,0.001132
3228,26.900000,-0.802746,0.582875,-0.028278,0.122703,-1.562104,1.585169,0.069951,0.001186
3229,26.908333,-0.803928,0.580973,-0.028980,0.123817,-1.563367,1.584305,0.069345,0.001158
3230,26.916667,-0.806267,0.577402,-0.030056,0.125052,-1.564443,1.583284,0.068863,0.001136
3231,26.925000,-0.808370,0.574121,-0.031713,0.126164,-1.565553,1.582292,0.068257,0.001169
3232,26.933333,-0.810404,0.570827,-0.033348,0.127634,-1.566863,1.581423,0.067680,0.001155
3233,26.941667,-0.812841,0.567072,-0.034400,0.128593,-1.568060,1.580507,0.067085,0.001186
3234,26.950000,-0.816960,0.560718,-0.036410,0.129796,-1.569169,1.579545,0.066492,0.001155
3235,26.958333,-0.820553,0.555088,-0.038237,0.130801,-1.570474,1.578710,0.065873,0.001166
3236,26.966667,-0.824327,0.547987,-0.043389,0.135324,-1.571895,1.577905,0.065341,0.001318
3237,26.975000,-0.827631,0.542618,-0.045712,0.136024,-1.572996,1.577180,0.064750,0.001343
3238,26.983333,-0.828657,0.540667,-0.046734,0.137199,-1.574024,1.576499,0.064081,0.001273
3239,26.991667,-0.829124,0.539596,-0.048618,0.137937,-1.575010,1.575940,0.063528,0.001330
3240,27.000000,-0.828225,0.541067,-0.048772,0.137517,-1.575893,1.575405,0.063086,0.000558
3241,27.008333,-0.825860,0.544988,-0.049031,0.136161,-1.577140,1.575000,0.062466,0.000616
3242,27.016667,-0.826992,0.542723,-0.051185,0.137535,-1.577520,1.574328,0.062049,0.000648
3243,27.025000,-0.830126,0.537304,-0.052952,0.139250,-1.577621,1.573590,0.061761,0.000466
3244,27.033333,-0.835000,0.529136,-0.054621,0.140734,-1.577425,1.572953,0.061439,0.000609
3245,27.041667,-0.838589,0.521762,-0.059530,0.144879,-1.577998,1.572245,0.061315,0.000799
3246,27.050000,-0.842754,0.514436,-0.062249,0.145758,-1.578018,1.571619,0.061105,0.000698
3247,27.058333,-0.845889,0.509339,-0.063563,0.144934,-1.578131,1.571145,0.060903,0.000490
3248,27.066667,-0.848311,0.505066,-0.064815,0.145173,-1.577863,1.570776,0.060774,0.000514
3249,27.075000,-0.849107,0.503573,-0.066055,0.145149,-1.577384,1.570486,0.060764,0.000521
3250,27.083333,-0.848881,0.503701,-0.066898,0.145640,-1.576943,1.570189,0.060730,0.000489
3251,27.091667,-0.848932,0.503458,-0.068087,0.145634,-1.576195,1.570006,0.060945,0.000469
3252,27.100000,-0.847334,0.506123,-0.068643,0.145441,-1.575609,1.569626,0.061069,0.000420
3253,27.108333,-0.849515,0.501883,-0.070167,0.146681,-1.574465,1.569482,0.061328,0.000550
3254,27.116667,-0.850755,0.499743,-0.070597,0.146591,-1.573680,1.569224,0.061351,0.000526
3255,27.125000,-0.853569,0.495187,-0.071663,0.145169,-1.572790,1.568970,0.061602,0.000506
3256,27.133333,-0.857066,0.488839,-0.073921,0.144948,-1.572099,1.568729,0.061822,0.000411
3257,27.141667,-0.861194,0.480832,-0.076536,0.145905,-1.571076,1.568669,0.062007,0.000478
3258,27.150000,-0.863223,0.476786,-0.078265,0.146275,-1.570315,1.568586,0.062101,0.000524
3259,27.158333,-0.865018,0.472738,-0.081085,0.147271,-1.569461,1.568551,0.062315,0.000501
3260,27.166667,-0.865346,0.472429,-0.081565,0.146067,-1.568636,1.568518,0.062408,0.000470
3261,27.175000,-0.866081,0.470748,-0.082600,0.146552,-1.567633,1.568620,0.062620,0.000528
3262,27.183333,-0.865878,0.471078,-0.083424,0.146223,-1.566856,1.568646,0.062728,0.000591
3263,27.191667,-0.866645,0.469024,-0.085331,0.147180,-1.566022,1.568795,0.062879,0.000604
3264,27.200000,-0.867974,0.466090,-0.087202,0.147575,-1.565207,1.568925,0.062986,0.000621
3265,27.208333,-0.871294,0.459094,-0.089856,0.148341,-1.564437,1.569108,0.063035,0.000594
3266,27.216667,-0.875249,0.451665,-0.091654,0.146755,-1.563745,1.569202,0.063048,0.000540
3267,27.225000,-0.880042,0.441548,-0.094951,0.146781,-1.563209,1.569306,0.063063,0.000586
3268,27.233333,-0.883393,0.435123,-0.096661,0.144710,-1.562784,1.569439,0.062927,0.000636
3269,27.241667,-0.886017,0.428641,-0.100881,0.145133,-1.562501,1.569785,0.062910,0.000522
3270,27.250000,-0.886881,0.426559,-0.101955,0.145239,-1.562011,1.569743,0.062551,0.000651
3271,27.258333,-0.888107,0.423001,-0.104567,0.146293,-1.561653,1.569948,0.062347,0.000611
3272,27.266667,-0.889414,0.419300,-0.106873,0.147340,-1.561271,1.570189,0.062066,0.000542
3273,27.275000,-0.889470,0.419282,-0.107732,0.146423,-1.560923,1.570230,0.061798,0.000608
3274,27.283333,-0.891355,0.414400,-0.110378,0.146887,-1.560421,1.570431,0.061688,0.000678
3275,27.291667,-0.893299,0.410415,-0.111994,0.145034,-1.559924,1.570484,0.061437,0.000682
3276,27.300000,-0.896821,0.401208,-0.115742,0.146109,-1.559393,1.570576,0.061287,0.000614
3277,27.308333,-0.900303,0.393075,-0.117988,0.145005,-1.558894,1.570651,0.060994,0.000688
3278,27.316667,-0.907607,0.370369,-0.123608,0.154261,-1.558775,1.571094,0.060937,0.000892
3279,27.325000,-0.909874,0.362685,-0.127468,0.156015,-1.558112,1.571041,0.060640,0.000962
3280,27.333333,-0.911659,0.357259,-0.130251,0.155818,-1.557668,1.571205,0.060311,0.001122
3281,27.341667,-0.912707,0.353965,-0.132209,0.155548,-1.557222,1.571453,0.060060,0.001112
3282,27.350000,-0.913541,0.351523,-0.133914,0.154732,-1.556707,1.571782,0.059806,0.001134
3283,27.358333,-0.916299,0.351642,-0.126368,0.144138,-1.557028,1.572084,0.059543,0.000511
3284,27.366667,-0.917198,0.348305,-0.129526,0.143718,-1.556235,1.572303,0.059327,0.001424
3285,27.375000,-0.918481,0.344225,-0.131866,0.143220,-1.555548,1.572830,0.059199,0.001401
3286,27.383333,-0.920159,0.338857,-0.135211,0.142133,-1.554703,1.573409,0.059178,0.001339
3287,27.391667,-0.921556,0.334206,-0.137479,0.141917,-1.553909,1.573971,0.059135,0.001337
3288,27.400000,-0.922989,0.329351,-0.139765,0.141722,-1.553141,1.574572,0.059246,0.001345
3289,27.408333,-0.924171,0.324884,-0.142245,0.141860,-1.552381,1.575173,0.059338,0.001352
3290,27.416667,-0.925355,0.320091,-0.145079,0.142170,-1.551656,1.575802,0.059317,0.001403
3291,27.425000,-0.926302,0.315571,-0.148605,0.142460,-1.550782,1.576576,0.059479,0.001380
3292,27.433333,-0.927035,0.313096,-0.150653,0.140999,-1.549819,1.577409,0.059613,0.001403
3293,27.441667,-0.927591,0.310424,-0.152265,0.141521,-1.548881,1.578268,0.059734,0.001556
3294,27.450000,-0.928086,0.307931,-0.154489,0.141308,-1.547981,1.579200,0.059953,0.001424
3295,27.458333,-0.928384,0.305172,-0.157656,0.141841,-1.546942,1.580103,0.060303,0.001360
3296,27.466667,-0.928841,0.302295,-0.160250,0.142101,-1.546036,1.581091,0.060619,0.001379
3297,27.475000,-0.929637,0.299176,-0.162198,0.141284,-1.544892,1.582048,0.060959,0.001437
3298,27.483333,-0.929988,0.296477,-0.165326,0.141037,-1.543964,1.583069,0.061285,0.001413
3299,27.491667,-0.930538,0.293731,-0.167798,0.140229,-1.542856,1.583950,0.061489,0.001556
3300,27.500000,-0.930968,0.288776,-0.171016,0.143736,-1.541607,1.584973,0.061914,0.001433
3301,27.508333,-0.931889,0.284394,-0.173600,0.143407,-1.540404,1.585953,0.062274,0.001323
3302,27.516667,-0.931770,0.282453,-0.175789,0.145338,-1.539477,1.586953,0.062624,0.001545
3303,27.525000,-0.929139,0.289790,-0.183491,0.138036,-1.537168,1.588145,0.062491,0.001458
3304,27.533333,-0.928524,0.289527,-0.186295,0.138968,-1.535803,1.589313,0.062681,0.000888
3305,27.541667,-0.928159,0.288603,-0.188939,0.139751,-1.534850,1.590280,0.063072,0.000964
3306,27.550000,-0.927961,0.286539,-0.192230,0.140826,-1.533841,1.591255,0.063489,0.000952
3307,27.558333,-0.928329,0.284862,-0.193619,0.139895,-1.532717,1.592183,0.063769,0.000898
3308,27.566667,-0.928785,0.281225,-0.196577,0.140100,-1.531932,1.593065,0.064200,0.000816
3309,27.575000,-0.929163,0.279053,-0.198352,0.139431,-1.531036,1.593798,0.064506,0.000697
3310,27.583333,-0.929409,0.276289,-0.201543,0.138724,-1.530151,1.594556,0.064830,0.000797
3311,27.591667,-0.929589,0.273653,-0.204253,0.138779,-1.529488,1.595123,0.064916,0.000809
3312,27.600000,-0.929812,0.270676,-0.206930,0.139152,-1.528810,1.595696,0.065066,0.000822
3313,27.608333,-0.929662,0.269240,-0.209283,0.139427,-1.528271,1.596216,0.065104,0.000775
3314,27.616667,-0.929366,0.267818,-0.212146,0.139810,-1.527873,1.596723,0.065195,0.000941
3315,27.625000,-0.928964,0.266891,-0.214820,0.140171,-1.527501,1.597172,0.065119,0.000917
3316,27.633333,-0.928524,0.265546,-0.217881,0.140913,-1.527178,1.597669,0.065038,0.000910
3317,27.641667,-0.928405,0.263920,-0.220620,0.140489,-1.526856,1.598217,0.065046,0.000942
3318,27.650000,-0.928167,0.262111,-0.223277,0.141252,-1.526646,1.598671,0.064884,0.000873
3319,27.658333,-0.928342,0.259561,-0.226179,0.140184,-1.526434,1.599210,0.064789,0.000914
3320,27.666667,-0.928337,0.256987,-0.228923,0.140506,-1.526481,1.599723,0.064487,0.000837
3321,27.675000,-0.928251,0.253872,-0.232740,0.140468,-1.526427,1.600118,0.064321,0.000902
3322,27.683333,-0.928257,0.251301,-0.235772,0.139997,-1.526443,1.600473,0.064153,0.000938
3323,27.691667,-0.928229,0.248721,-0.238671,0.139872,-1.526573,1.600769,0.063778,0.000879
3324,27.700000,-0.928343,0.245611,-0.241592,0.139598,-1.526705,1.600993,0.063478,0.000920
3325,27.708333,-0.928361,0.242332,-0.245012,0.139248,-1.526756,1.601128,0.063154,0.001003
3326,27.716667,-0.928553,0.236633,-0.249658,0.139518,-1.526945,1.601164,0.062868,0.000890
3327,27.725000,-0.929310,0.231391,-0.252569,0.138024,-1.527132,1.601150,0.062450,0.000874
3328,27.733333,-0.930041,0.225416,-0.255861,0.136917,-1.527451,1.601068,0.062052,0.000971
3329,27.741667,-0.930803,0.219426,-0.259249,0.135080,-1.527594,1.600781,0.061694,0.000933
3330,27.750000,-0.930757,0.214230,-0.263653,0.135217,-1.527925,1.600642,0.061319,0.001075
3331,27.758333,-0.930704,0.210994,-0.266713,0.134669,-1.528170,1.600426,0.061003,0.001043
3332,27.766667,-0.930595,0.207701,-0.269848,0.134299,-1.528361,1.600244,0.060637,0.000989
3333,27.775000,-0.930424,0.205024,-0.272655,0.133925,-1.528561,1.600084,0.060376,0.000992
3334,27.783333,-0.929948,0.202962,-0.275939,0.133645,-1.528807,1.599985,0.060131,0.001028
3335,27.791667,-0.929740,0.202880,-0.278330,0.130213,-1.529238,1.600313,0.060026,0.001222
3336,27.800000,-0.929290,0.200221,-0.281887,0.129892,-1.529297,1.600191,0.059985,0.001246
3337,27.808333,-0.929079,0.197302,-0.285002,0.129068,-1.529393,1.600053,0.059991,0.001274
3338,27.816667,-0.928944,0.193883,-0.288278,0.127935,-1.529521,1.599894,0.060104,0.001292
3339,27.825000,-0.928722,0.188790,-0.291417,0.130037,-1.529301,1.599240,0.060169,0.001049
3340,27.833333,-0.928445,0.186573,-0.293953,0.129509,-1.529272,1.599019,0.060338,0.001070
3341,27.841667,-0.927932,0.184002,-0.297309,0.129203,-1.529248,1.598823,0.060636,0.001078
3342,27.850000,-0.927395,0.183100,-0.299802,0.128577,-1.529202,1.598640,0.060959,0.000992
3343,27.858333,-0.926582,0.182114,-0.302688,0.129073,-1.529129,1.598479,0.061436,0.000969
3344,27.866667,-0.926057,0.181681,-0.304689,0.128741,-1.529030,1.598367,0.061928,0.000973
3345,27.875000,-0.925318,0.181415,-0.306937,0.129089,-1.528899,1.598242,0.062574,0.001106
3346,27.883333,-0.924636,0.180938,-0.309544,0.128422,-1.528570,1.598112,0.063388,0.001035
3347,27.891667,-0.923977,0.180626,-0.311569,0.128707,-1.528299,1.597985,0.064064,0.001017
3348,27.900000,-0.923713,0.179489,-0.313388,0.127774,-1.527974,1.597869,0.065078,0.001069
3349,27.908333,-0.923177,0.177562,-0.316045,0.127797,-1.527728,1.597722,0.065936,0.001135
3350,27.916667,,,,,,,,
3351,27.925000,-0.924426,0.172515,-0.317336,0.122363,-1.526497,1.597708,0.068094,0.001364
3352,27.933333,,,,,,,,
3353,27.941667,-0.923289,0.171054,-0.321185,0.122954,-1.525714,1.597130,0.070217,0.001248
3354,27.950000,-0.922640,0.169708,-0.323966,0.122400,-1.525393,1.596959,0.071208,0.001284
3355,27.958333,-0.922329,0.168197,-0.326125,0.121086,-1.525040,1.596724,0.072380,0.001391
3356,27.966667,-0.922004,0.165784,-0.328312,0.120981,-1.524658,1.596435,0.073350,0.001506
3357,27.975000,-0.921438,0.163216,-0.331734,0.119437,-1.524386,1.596095,0.074440,0.001337
3358,27.983333,,,,,,,,
3359,27.991667,,,,,,,,
3360,28.000000,-0.920701,0.154929,-0.338494,0.117171,-1.523657,1.594901,0.077093,0.001469
3361,28.008333,-0.920443,0.136604,-0.350068,0.107595,-1.525126,1.596977,0.077990,0.001805
3362,28.016667,,,,,,,,
3363,28.025000,,,,,,,,
3364,28.033333,-0.919220,0.124947,-0.358367,0.104858,-1.524950,1.595395,0.080023,0.001712
3365,28.041667,,,,,,,,
3366,28.050000,-0.917772,0.118723,-0.365024,0.101768,-1.524800,1.594045,0.081385,0.001788
3367,28.058333,,,,,,,,
3368,28.066667,-0.916580,0.110224,-0.371187,0.099764,-1.524992,1.593015,0.082548,0.001749
3369,28.075000,-0.916683,0.106080,-0.372311,0.099116,-1.524869,1.592505,0.082987,0.001776
3370,28.083333,,,,,,,,
3371,28.091667,-0.914814,0.102224,-0.378278,0.097831,-1.525079,1.591243,0.084191,0.001583
3372,28.100000,,,,,,,,
3373,28.108333,-0.912460,0.099898,-0.384883,0.096446,-1.525475,1.590210,0.085256,0.001585
3374,28.116667,,,,,,,,
3375,28.125000,,,,,,,,
3376,28.133333,-0.909393,0.092623,-0.394417,0.094127,-1.526321,1.589682,0.086940,0.001692
3377,28.141667,-0.908992,0.098331,-0.393224,0.097158,-1.526092,1.588707,0.087248,0.001334
3378,28.150000,,,,,,,,
3379,28.158333,,,,,,,,
3380,28.166667,,,,,,,,
3381,28.175000,-0.908140,0.106366,-0.391310,0.104135,-1.525249,1.586892,0.089139,0.000252
3382,28.183333,-0.907089,0.105140,-0.394298,0.103269,-1.525507,1.587002,0.089913,0.000213
3383,28.191667,-0.906182,0.103823,-0.396827,0.102877,-1.525678,1.587180,0.090462,0.000250
3384,28.200000,-0.905012,0.102137,-0.400100,0.102183,-1.525973,1.587446,0.091163,0.000278
3385,28.208333,-0.904053,0.101103,-0.402636,0.101741,-1.526130,1.587589,0.091856,0.000199
3386,28.216667,-0.902811,0.104217,-0.404665,0.101575,-1.526291,1.587402,0.092524,0.000327
3387,28.225000,-0.901571,0.102802,-0.407878,0.101176,-1.526438,1.587550,0.093312,0.000257
3388,28.233333,-0.900672,0.101503,-0.410291,0.100741,-1.526591,1.587700,0.094087,0.000222
3389,28.241667,-0.899433,0.100452,-0.413335,0.100415,-1.526655,1.587897,0.094970,0.000278
3390,28.250000,-0.898483,0.099218,-0.415828,0.099858,-1.526686,1.588084,0.095849,0.000280
3391,28.258333,-0.897548,0.097014,-0.418525,0.099162,-1.526700,1.588255,0.096869,0.000266
3392,28.266667,-0.896430,0.096133,-0.421582,0.097169,-1.527130,1.588704,0.097707,0.001097
3393,28.275000,-0.895383,0.091437,-0.424634,0.098051,-1.526603,1.588783,0.098897,0.000389
3394,28.283333,-0.893970,0.088327,-0.428315,0.097783,-1.526398,1.589114,0.100104,0.001343
3395,28.291667,-0.893644,0.085414,-0.430002,0.095935,-1.526643,1.589789,0.100925,0.000293
3396,28.300000,-0.892145,0.088103,-0.432431,0.096537,-1.526579,1.589890,0.101912,0.000228
3397,28.308333,-0.890415,0.088609,-0.435834,0.096739,-1.526422,1.590400,0.103056,0.001347
3398,28.316667,-0.889088,0.088893,-0.438304,0.097519,-1.526470,1.590876,0.103940,0.001320
3399,28.325000,-0.887763,0.090515,-0.440356,0.098849,-1.526608,1.591471,0.104748,0.001335
3400,28.333333,-0.886516,0.094228,-0.442201,0.098328,-1.527037,1.592077,0.105104,0.000314
3401,28.341667,-0.884573,0.093443,-0.445911,0.099807,-1.526926,1.592579,0.105936,0.001266
3402,28.350000,-0.883687,0.096103,-0.447040,0.100081,-1.527479,1.593199,0.105930,0.000370
3403,28.358333,-0.882110,0.096559,-0.450078,0.099939,-1.527801,1.593683,0.106018,0.000312
3404,28.366667,-0.880113,0.095019,-0.454065,0.100978,-1.527852,1.594192,0.106207,0.001288
3405,28.375000,-0.878479,0.094874,-0.457446,0.100083,-1.528241,1.594649,0.105917,0.001343
3406,28.383333,-0.876750,0.093855,-0.461063,0.099602,-1.528495,1.594986,0.105551,0.001295
3407,28.391667,-0.875327,0.093022,-0.463959,0.099456,-1.528895,1.595291,0.104968,0.001284
3408,28.400000,-0.873714,0.091738,-0.467316,0.099113,-1.529300,1.595574,0.104293,0.001318
3409,28.408333,-0.872149,0.090895,-0.470602,0.098127,-1.529610,1.595710,0.103509,0.001356
3410,28.416667,-0.870217,0.089097,-0.474603,0.097651,-1.529872,1.595693,0.102779,0.001343
3411,28.425000,-0.869072,0.088994,-0.476930,0.096596,-1.530494,1.595683,0.101628,0.000406
3412,28.433333,-0.867797,0.086669,-0.479884,0.095547,-1.530666,1.595543,0.100772,0.000357
3413,28.441667,-0.865504,0.083356,-0.484717,0.094887,-1.530699,1.595150,0.100268,0.001338
3414,28.450000,-0.864787,0.082503,-0.486307,0.094029,-1.531134,1.594776,0.099112,0.000381
3415,28.458333,-0.862323,0.078670,-0.491411,0.093407,-1.531090,1.594249,0.098686,0.001298
3416,28.466667,-0.861345,0.078592,-0.493384,0.092082,-1.531519,1.593730,0.097599,0.000388
3417,28.475000,-0.858913,0.074639,-0.498332,0.091453,-1.531424,1.593137,0.097221,0.001313
3418,28.483333,-0.858266,0.073719,-0.499673,0.090948,-1.531907,1.592596,0.096235,0.000384
3419,28.491667,-0.856545,0.070569,-0.503191,0.090273,-1.531680,1.591941,0.096041,0.001289
3420,28.500000,-0.855335,0.069073,-0.505455,0.090258,-1.532060,1.591361,0.095282,0.000340
3421,28.508333,-0.852954,0.068347,-0.509614,0.089953,-1.532004,1.590749,0.095192,0.001305
3422,28.516667,-0.851791,0.067545,-0.511672,0.089903,-1.532173,1.590162,0.094960,0.001359
