Format Version,1.23,Take Name,rec4,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-12-18 04.41.51.694 PM,Total Frames in Take,7268,Total Exported Frames,7268,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
3423,28.525000,-0.850918,0.066468,-0.513338,0.089472,-1.532580,1.589628,0.094432,0.000308
3424,28.533333,-0.848681,0.064706,-0.517288,0.089259,-1.532417,1.589071,0.094589,0.001298
3425,28.541667,-0.847417,0.063768,-0.519428,0.089512,-1.532539,1.588628,0.094492,0.001332
3426,28.550000,-0.846743,0.064547,-0.520530,0.088932,-1.533087,1.588169,0.094147,0.000388
3427,28.558333,-0.845273,0.063628,-0.523172,0.088070,-1.533105,1.587618,0.094218,0.000339
3428,28.566667,-0.843856,0.061530,-0.525631,0.088510,-1.533275,1.587142,0.094405,0.000389
3429,28.575000,-0.841995,0.060125,-0.528887,0.087798,-1.533094,1.586570,0.095064,0.001260
3430,28.583333,-0.840690,0.058736,-0.531171,0.087451,-1.533347,1.586019,0.095332,0.001329
3431,28.591667,-0.840136,0.056391,-0.532424,0.086695,-1.533696,1.585480,0.095406,0.000452
3432,28.600000,-0.837775,0.055148,-0.536393,0.085875,-1.533621,1.584741,0.096235,0.001270
3433,28.608333,-0.837559,0.053589,-0.537007,0.085125,-1.533977,1.584172,0.096334,0.000397
3434,28.616667,-0.835601,0.051507,-0.540440,0.083916,-1.533944,1.583486,0.097110,0.001338
3435,28.625000,-0.834446,0.049760,-0.542494,0.083210,-1.534137,1.582945,0.097580,0.001353
3436,28.633333,-0.832991,0.047338,-0.545231,0.081288,-1.534308,1.582243,0.098067,0.001338
3437,28.641667,-0.832867,0.045753,-0.545693,0.080365,-1.534639,1.581752,0.098195,0.000362
3438,28.650000,-0.830646,0.042147,-0.549657,0.078281,-1.534641,1.580981,0.099158,0.001277
3439,28.658333,-0.830525,0.040151,-0.550212,0.076697,-1.535057,1.580495,0.099282,0.000389
3440,28.666667,-0.828571,0.038118,-0.553502,0.075186,-1.535104,1.579860,0.100188,0.001326
3441,28.675000,-0.827322,0.036902,-0.555495,0.074851,-1.535373,1.579295,0.100703,0.001357
3442,28.683333,-0.826708,0.034942,-0.556640,0.074065,-1.535779,1.578857,0.100770,0.000397
3443,28.691667,-0.826282,0.052592,-0.556422,0.069908,-1.536833,1.578594,0.100829,0.001693
3444,28.700000,-0.824755,0.057375,-0.558552,0.067137,-1.538000,1.578423,0.100704,0.001540
3445,28.708333,-0.821567,0.027818,-0.565463,0.067119,-1.536406,1.577865,0.102258,0.001449
3446,28.716667,-0.830308,0.030708,-0.551096,0.077065,-1.539087,1.579345,0.100797,0.001365
3447,28.725000,-0.828207,0.035551,-0.554357,0.074139,-1.539901,1.579417,0.100460,0.001439
3448,28.733333,-0.826571,0.040028,-0.556845,0.071436,-1.540708,1.579643,0.100328,0.001571
3449,28.741667,-0.816624,0.039752,-0.573260,0.054018,-1.538798,1.578050,0.101855,0.001556
3450,28.750000,-0.814918,0.015372,-0.576763,0.054929,-1.537999,1.577878,0.102937,0.001396
3451,28.758333,-0.813609,0.013618,-0.578904,0.052207,-1.538412,1.578142,0.102872,0.001404
3452,28.766667,-0.814080,0.033690,-0.577832,0.047428,-1.539765,1.578586,0.101839,0.001265
3453,28.775000,-0.812837,0.031432,-0.579818,0.046042,-1.540047,1.578904,0.101761,0.001209
3454,28.783333,-0.799178,0.063329,-0.596519,0.038333,-1.543405,1.579825,0.100520,0.001132
3455,28.791667,-0.797541,0.032234,-0.601489,0.033175,-1.543543,1.581196,0.100595,0.000957
3456,28.800000,-0.793939,0.000463,-0.607525,0.023946,-1.544256,1.583096,0.100463,0.001182
3457,28.808333,-0.792423,0.035343,-0.608443,0.024789,-1.544795,1.582610,0.100178,0.001256
3458,28.816667,-0.801300,0.033675,-0.596672,0.027691,-1.542590,1.582197,0.100648,0.001853
3459,28.825000,-0.793207,0.021182,-0.608297,0.018679,-1.545326,1.584235,0.100121,0.001337
3460,28.833333,-0.805341,0.062747,-0.589380,0.010939,-1.546108,1.582865,0.098237,0.000082
3461,28.841667,-0.790480,0.019064,-0.611987,0.015810,-1.545422,1.585909,0.100311,0.001224
3462,28.850000,-0.785535,0.029851,-0.617922,0.014726,-1.545194,1.586512,0.100468,0.001249
3463,28.858333,-0.787802,0.017905,-0.615572,0.010879,-1.545524,1.587765,0.100572,0.001326
3464,28.866667,-0.784613,0.016006,-0.619745,0.006553,-1.546032,1.589318,0.100730,0.001482
3465,28.875000,-0.779953,0.027547,-0.625183,0.007784,-1.545595,1.590009,0.101006,0.001396
3466,28.883333,-0.776757,0.038436,-0.628606,0.005076,-1.546444,1.591438,0.100960,0.001705
3467,28.891667,-0.788721,-0.004937,-0.614573,0.013997,-1.542075,1.591440,0.102569,0.001420
3468,28.900000,-0.786755,-0.000775,-0.617134,0.012761,-1.542088,1.592443,0.102860,0.001045
3469,28.908333,-0.785692,-0.003153,-0.618466,0.013351,-1.541750,1.593392,0.103081,0.000779
3470,28.916667,-0.784075,-0.002334,-0.620556,0.011500,-1.541629,1.594497,0.103202,0.000743
3471,28.925000,-0.782273,-0.002535,-0.622835,0.010897,-1.541597,1.595652,0.103295,0.000714
3472,28.933333,-0.780466,-0.002243,-0.625129,0.008995,-1.541456,1.596619,0.103264,0.000689
3473,28.941667,-0.778760,-0.002755,-0.627282,0.006566,-1.541241,1.597519,0.103169,0.000725
3474,28.950000,-0.777000,-0.004123,-0.629471,0.004538,-1.541112,1.598451,0.103041,0.000678
3475,28.958333,-0.775399,-0.006251,-0.631430,0.003577,-1.540996,1.599225,0.102773,0.000700
3476,28.966667,-0.773563,-0.007753,-0.633670,0.001525,-1.540731,1.599862,0.102388,0.000700
3477,28.975000,-0.771411,-0.006937,-0.636298,-0.001211,-1.540543,1.600231,0.101967,0.000643
3478,28.983333,-0.762183,-0.017815,-0.646979,-0.013378,-1.541852,1.601996,0.100888,0.000883
3479,28.991667,-0.760358,-0.019716,-0.649025,-0.015298,-1.541581,1.602015,0.100139,0.000912
3480,29.000000,-0.758455,-0.020103,-0.651175,-0.017698,-1.541322,1.601759,0.099339,0.000825
3481,29.008333,-0.762810,-0.015599,-0.646320,-0.012168,-1.539662,1.600028,0.098849,0.000576
3482,29.016667,-0.760570,-0.017900,-0.648831,-0.015194,-1.539410,1.599567,0.097852,0.000595
3483,29.025000,-0.758757,-0.021111,-0.650799,-0.017432,-1.539255,1.599089,0.096789,0.000592
3484,29.033333,-0.755997,-0.023065,-0.653858,-0.020171,-1.539078,1.598264,0.095806,0.000551
3485,29.041667,-0.753619,-0.025471,-0.656403,-0.023336,-1.538745,1.597376,0.094816,0.000597
3486,29.050000,-0.751450,-0.028126,-0.658680,-0.025926,-1.538641,1.596437,0.093730,0.000548
3487,29.058333,-0.748497,-0.032699,-0.661704,-0.028826,-1.538431,1.595287,0.092705,0.000593
3488,29.066667,-0.742739,-0.034317,-0.667722,-0.036174,-1.539033,1.594421,0.091408,0.000926
3489,29.075000,-0.740441,-0.040033,-0.669746,-0.039814,-1.538877,1.593179,0.090298,0.000991
3490,29.083333,-0.741614,-0.042673,-0.668348,-0.038712,-1.537870,1.591235,0.089465,0.000581
3491,29.091667,-0.738770,-0.044296,-0.671201,-0.041790,-1.537612,1.589614,0.088512,0.000582
3492,29.100000,-0.736292,-0.046485,-0.673587,-0.044642,-1.537369,1.587919,0.087562,0.000573
3493,29.108333,-0.733882,-0.049546,-0.675860,-0.046657,-1.537160,1.586247,0.086631,0.000570
3494,29.116667,-0.728814,-0.050903,-0.680869,-0.051543,-1.537825,1.584993,0.085446,0.000969
3495,29.125000,-0.726590,-0.053209,-0.682840,-0.054463,-1.537624,1.583138,0.084707,0.000912
3496,29.133333,-0.723961,-0.057192,-0.685005,-0.058117,-1.537483,1.581317,0.083968,0.000976
3497,29.141667,-0.722233,-0.058854,-0.686455,-0.060783,-1.537414,1.579498,0.083183,0.000934
3498,29.150000,-0.719986,-0.062383,-0.688267,-0.063376,-1.537335,1.577776,0.082426,0.000930
3499,29.158333,-0.718025,-0.064579,-0.689769,-0.066997,-1.537119,1.575974,0.081663,0.000978
3500,29.166667,-0.716371,-0.067414,-0.690973,-0.069459,-1.537026,1.574203,0.080862,0.001033
3501,29.175000,-0.714120,-0.070477,-0.692748,-0.071881,-1.537027,1.572361,0.080191,0.000871
3502,29.183333,-0.712264,-0.073162,-0.694122,-0.074314,-1.537052,1.570709,0.079514,0.000970
3503,29.191667,-0.710124,-0.075002,-0.695854,-0.076722,-1.537126,1.569068,0.078832,0.000968
3504,29.200000,-0.707595,-0.076131,-0.697875,-0.080525,-1.537171,1.567460,0.078227,0.001057
3505,29.208333,-0.705311,-0.078526,-0.699582,-0.083402,-1.537268,1.565969,0.077663,0.000998
3506,29.216667,-0.702999,-0.080210,-0.701370,-0.086246,-1.537426,1.564600,0.077128,0.001010
3507,29.225000,-0.701176,-0.083424,-0.702543,-0.088465,-1.537561,1.563393,0.076488,0.000924
3508,29.233333,-0.699033,-0.085047,-0.704121,-0.091291,-1.537679,1.562223,0.075900,0.000974
3509,29.241667,-0.698820,-0.090840,-0.703568,-0.091604,-1.537130,1.560996,0.075905,0.001270
3510,29.250000,-0.695218,-0.089736,-0.706403,-0.098057,-1.538008,1.560425,0.074585,0.001071
3511,29.258333,-0.694139,-0.093330,-0.706834,-0.099226,-1.537982,1.559639,0.074325,0.001343
3512,29.266667,-0.691535,-0.094904,-0.708599,-0.103248,-1.538111,1.558963,0.073691,0.001326
3513,29.275000,-0.689479,-0.096505,-0.709940,-0.106257,-1.538412,1.558514,0.073124,0.001327
3514,29.283333,-0.687302,-0.097764,-0.711492,-0.108798,-1.538708,1.558129,0.072529,0.001283
3515,29.291667,-0.685491,-0.099118,-0.712651,-0.111385,-1.539107,1.557946,0.072007,0.001362
3516,29.300000,-0.683426,-0.100962,-0.713911,-0.114312,-1.539521,1.557914,0.071481,0.001289
3517,29.308333,-0.681030,-0.101557,-0.715522,-0.117950,-1.539981,1.557995,0.071074,0.001303
3518,29.316667,-0.679362,-0.102408,-0.716487,-0.120940,-1.540479,1.558231,0.070602,0.001326
3519,29.325000,-0.677246,-0.103659,-0.717623,-0.124938,-1.540984,1.558709,0.070126,0.001324
3520,29.333333,-0.675594,-0.104996,-0.718428,-0.128100,-1.541491,1.559442,0.069676,0.001325
3521,29.341667,-0.673345,-0.106224,-0.719651,-0.132007,-1.541934,1.560292,0.069187,0.001305
3522,29.350000,-0.672004,-0.105755,-0.720404,-0.135069,-1.542444,1.561443,0.068648,0.001346
3523,29.358333,-0.670620,-0.105586,-0.721206,-0.137777,-1.542977,1.562837,0.068140,0.001318
3524,29.366667,-0.668878,-0.105097,-0.722310,-0.140802,-1.543393,1.564409,0.067734,0.001263
3525,29.375000,-0.667335,-0.103696,-0.723458,-0.143249,-1.543911,1.566098,0.067290,0.001312
3526,29.383333,-0.665992,-0.102581,-0.724379,-0.145621,-1.544407,1.567948,0.066895,0.001322
3527,29.391667,-0.665304,-0.101618,-0.724502,-0.148798,-1.544903,1.569953,0.066552,0.001292
3528,29.400000,-0.663837,-0.101993,-0.725012,-0.152562,-1.545365,1.572089,0.066201,0.001261
3529,29.408333,-0.662210,-0.101573,-0.725854,-0.155874,-1.545811,1.574289,0.065827,0.001213
3530,29.416667,-0.660601,-0.101719,-0.726383,-0.160083,-1.546298,1.576582,0.065407,0.001238
3531,29.425000,-0.658752,-0.102754,-0.726672,-0.165635,-1.546724,1.578991,0.064943,0.001232
3532,29.433333,-0.656861,-0.104194,-0.726737,-0.171846,-1.547054,1.581663,0.064482,0.001201
3533,29.441667,-0.655660,-0.102934,-0.726841,-0.176681,-1.547435,1.584391,0.063911,0.001208
3534,29.450000,-0.653664,-0.102655,-0.727426,-0.181757,-1.547718,1.587168,0.063361,0.001240
3535,29.458333,-0.651711,-0.102339,-0.727956,-0.186760,-1.548017,1.590052,0.062723,0.001289
3536,29.466667,-0.650596,-0.101140,-0.728366,-0.189681,-1.548313,1.592974,0.062008,0.001247
3537,29.475000,-0.649357,-0.100158,-0.728747,-0.192953,-1.548501,1.595989,0.061159,0.001218
3538,29.483333,-0.646945,-0.098359,-0.730279,-0.196165,-1.548700,1.598788,0.060338,0.001276
3539,29.491667,-0.645521,-0.097148,-0.730426,-0.200857,-1.548905,1.601804,0.059134,0.001239
3540,29.500000,-0.643793,-0.096919,-0.730923,-0.204668,-1.548790,1.604648,0.057966,0.001203
3541,29.508333,-0.641679,-0.095033,-0.731878,-0.208740,-1.548785,1.607543,0.056655,0.001172
3542,29.516667,-0.640519,-0.093374,-0.732273,-0.211644,-1.548791,1.610466,0.055155,0.001138
3543,29.525000,-0.638015,-0.092349,-0.733459,-0.215514,-1.548645,1.613316,0.053767,0.001173
3544,29.533333,-0.636004,-0.090770,-0.734277,-0.219308,-1.548654,1.616224,0.052363,0.001218
3545,29.541667,-0.634901,-0.089786,-0.734194,-0.223156,-1.548532,1.618886,0.051040,0.001159
3546,29.550000,-0.633532,-0.088764,-0.734244,-0.227252,-1.548515,1.621635,0.049725,0.001206
3547,29.558333,-0.631840,-0.087611,-0.734681,-0.230968,-1.548451,1.624279,0.048467,0.001181
3548,29.566667,-0.629826,-0.087073,-0.735450,-0.234204,-1.548524,1.626873,0.047167,0.001217
3549,29.575000,-0.628217,-0.084545,-0.736359,-0.236581,-1.548595,1.629448,0.045920,0.001192
3550,29.583333,-0.627792,-0.081912,-0.736783,-0.237315,-1.548647,1.632035,0.044615,0.001150
3551,29.591667,-0.625735,-0.078980,-0.738623,-0.238020,-1.548705,1.634492,0.043397,0.001206
3552,29.600000,-0.624676,-0.074002,-0.740089,-0.237848,-1.548889,1.637017,0.042218,0.001184
3553,29.608333,-0.623865,-0.070785,-0.741151,-0.237649,-1.548988,1.639347,0.041192,0.001253
3554,29.616667,-0.622362,-0.068847,-0.741987,-0.239542,-1.549171,1.641622,0.040264,0.001146
3555,29.625000,-0.620907,-0.066702,-0.742810,-0.241367,-1.549421,1.643839,0.039444,0.001155
3556,29.633333,-0.619643,-0.065199,-0.743362,-0.243321,-1.549841,1.646021,0.038623,0.001195
3557,29.641667,-0.618593,-0.063556,-0.743946,-0.244638,-1.550187,1.648045,0.038020,0.001219
3558,29.650000,-0.617231,-0.060930,-0.744466,-0.247149,-1.550743,1.650012,0.037413,0.001153
3559,29.658333,-0.616302,-0.060070,-0.744830,-0.248579,-1.551064,1.651955,0.036911,0.001210
3560,29.666667,-0.615135,-0.057875,-0.745199,-0.250874,-1.551597,1.653764,0.036498,0.001199
3561,29.675000,-0.614419,-0.056099,-0.745484,-0.252182,-1.552273,1.655665,0.036082,0.001203
3562,29.683333,-0.613712,-0.052714,-0.746146,-0.252674,-1.552863,1.657435,0.035776,0.001184
3563,29.691667,-0.612826,-0.049794,-0.747145,-0.252466,-1.553480,1.659184,0.035578,0.001180
3564,29.700000,-0.612081,-0.046674,-0.747937,-0.252525,-1.554190,1.660897,0.035480,0.001192
3565,29.708333,-0.610947,-0.043778,-0.749003,-0.252630,-1.554897,1.662587,0.035485,0.001200
3566,29.716667,-0.610164,-0.041731,-0.749350,-0.253837,-1.555674,1.664235,0.035536,0.001193
3567,29.725000,-0.609556,-0.039866,-0.749472,-0.255233,-1.556534,1.665819,0.035657,0.001171
3568,29.733333,-0.609143,-0.038596,-0.749497,-0.256337,-1.557345,1.667365,0.035814,0.001183
3569,29.741667,-0.606186,-0.036742,-0.751450,-0.257900,-1.558160,1.668978,0.036314,0.001139
3570,29.750000,-0.604899,-0.035018,-0.752057,-0.259385,-1.558958,1.670407,0.036627,0.001144
3571,29.758333,-0.604352,-0.032607,-0.752110,-0.260818,-1.559782,1.671845,0.036897,0.001174
3572,29.766667,-0.605650,-0.031360,-0.750918,-0.261395,-1.560541,1.673191,0.036955,0.001241
3573,29.775000,-0.605066,-0.029192,-0.751361,-0.261725,-1.561390,1.674609,0.037303,0.001259
3574,29.783333,-0.604462,-0.026586,-0.751841,-0.262019,-1.562225,1.675957,0.037704,0.001243
3575,29.791667,-0.604560,-0.024930,-0.751721,-0.262300,-1.563038,1.677243,0.037983,0.000477
3576,29.800000,-0.603723,-0.021751,-0.752452,-0.262417,-1.564018,1.678535,0.038534,0.000446
3577,29.808333,-0.603448,-0.019371,-0.752809,-0.262210,-1.564951,1.679755,0.039186,0.000480
3578,29.816667,-0.603077,-0.017146,-0.753019,-0.262615,-1.565937,1.680962,0.039839,0.000446
3579,29.825000,-0.603103,-0.015471,-0.752753,-0.263420,-1.567046,1.682032,0.040529,0.000369
3580,29.833333,-0.601004,-0.012683,-0.753876,-0.265149,-1.568068,1.683029,0.041556,0.001282
3581,29.841667,-0.600815,-0.010042,-0.753590,-0.266500,-1.569180,1.683894,0.042255,0.001183
3582,29.850000,-0.600771,-0.008621,-0.752839,-0.268762,-1.570240,1.684597,0.042699,0.000429
3583,29.858333,-0.600321,-0.007551,-0.752583,-0.270511,-1.571279,1.685352,0.043383,0.000337
3584,29.866667,-0.598284,-0.005563,-0.753873,-0.271479,-1.572248,1.686166,0.044294,0.001243
3585,29.875000,-0.598166,-0.003893,-0.753749,-0.272112,-1.573248,1.686863,0.044969,0.001201
3586,29.883333,-0.598313,-0.001545,-0.753348,-0.272920,-1.574197,1.687406,0.045454,0.000408
3587,29.891667,-0.597362,0.000634,-0.754149,-0.272796,-1.575129,1.688128,0.046466,0.001189
3588,29.900000,-0.596341,0.003467,-0.755164,-0.272200,-1.576090,1.688788,0.047196,0.001220
3589,29.908333,-0.596376,0.006137,-0.755367,-0.271513,-1.577056,1.689406,0.047941,0.001152
3590,29.916667,-0.595631,0.008297,-0.755718,-0.272112,-1.578006,1.689946,0.048722,0.001177
3591,29.925000,-0.595290,0.009453,-0.755775,-0.272662,-1.578977,1.690498,0.049366,0.001177
3592,29.933333,-0.594830,0.011476,-0.755898,-0.273247,-1.579814,1.690900,0.049910,0.001188
3593,29.941667,-0.593510,0.013233,-0.756357,-0.274764,-1.580811,1.691300,0.050318,0.001233
3594,29.950000,-0.593009,0.014311,-0.756330,-0.275864,-1.581535,1.691559,0.050627,0.001266
3595,29.958333,-0.593034,0.015620,-0.755998,-0.276649,-1.582291,1.691816,0.050794,0.001135
3596,29.966667,-0.591810,0.017818,-0.756449,-0.277900,-1.582970,1.691994,0.050863,0.001120
3597,29.975000,-0.590514,0.019517,-0.757132,-0.278684,-1.583545,1.692191,0.050827,0.001155
3598,29.983333,-0.590200,0.020330,-0.756865,-0.280010,-1.584013,1.692266,0.050720,0.001122
3599,29.991667,-0.589461,0.022048,-0.757118,-0.280754,-1.584358,1.692349,0.050528,0.001115
3600,30.000000,-0.588194,0.022915,-0.757605,-0.282023,-1.584614,1.692454,0.050251,0.001110
3601,30.008333,-0.587059,0.023820,-0.757852,-0.283646,-1.584772,1.692527,0.049855,0.001128
3602,30.016667,-0.586132,0.024977,-0.757809,-0.285572,-1.584798,1.692553,0.049463,0.001105
3603,30.025000,-0.584880,0.026067,-0.758085,-0.287303,-1.584805,1.692639,0.048991,0.001118
3604,30.033333,-0.583241,0.027361,-0.758725,-0.288821,-1.584733,1.692697,0.048461,0.001131
3605,30.041667,-0.582273,0.028557,-0.758947,-0.290071,-1.584649,1.692784,0.047979,0.001129
3606,30.050000,-0.581358,0.029652,-0.759137,-0.291298,-1.584459,1.692842,0.047449,0.001169
3607,30.058333,-0.580037,0.030401,-0.759574,-0.292712,-1.584330,1.692918,0.046936,0.001185
3608,30.066667,-0.579111,0.031476,-0.759685,-0.294140,-1.584164,1.692968,0.046392,0.001171
3609,30.075000,-0.578193,0.032496,-0.759508,-0.296284,-1.583964,1.693000,0.045927,0.001086
3610,30.083333,-0.577207,0.033359,-0.759524,-0.298066,-1.583752,1.693009,0.045378,0.001082
3611,30.091667,-0.576186,0.034235,-0.759454,-0.300111,-1.583554,1.693043,0.044753,0.001122
3612,30.100000,-0.574977,0.034818,-0.759247,-0.302875,-1.583255,1.692981,0.044208,0.001147
3613,30.108333,-0.573588,0.034769,-0.759412,-0.305093,-1.582922,1.692961,0.043597,0.001104
3614,30.116667,-0.572533,0.035431,-0.759391,-0.307045,-1.582623,1.692975,0.042967,0.001134
3615,30.125000,-0.571276,0.037210,-0.759746,-0.308295,-1.582277,1.692959,0.042357,0.001116
3616,30.133333,-0.570466,0.038255,-0.759957,-0.309145,-1.581970,1.692998,0.041758,0.001090
3617,30.141667,-0.568802,0.039595,-0.760552,-0.310576,-1.581627,1.692997,0.041289,0.001128
3618,30.150000,-0.568030,0.040852,-0.760587,-0.311737,-1.581376,1.693017,0.040856,0.001139
3619,30.158333,-0.567109,0.042559,-0.761007,-0.312161,-1.581081,1.693071,0.040494,0.001136
3620,30.166667,-0.566001,0.044604,-0.761496,-0.312694,-1.580841,1.693158,0.040227,0.001134
3621,30.175000,-0.565058,0.045850,-0.761740,-0.313624,-1.580644,1.693240,0.039952,0.001125
3622,30.183333,-0.563953,0.046906,-0.761957,-0.314926,-1.580459,1.693368,0.039716,0.001148
3623,30.191667,-0.563186,0.048120,-0.761967,-0.316088,-1.580267,1.693505,0.039563,0.001139
3624,30.200000,-0.562150,0.050303,-0.762278,-0.316842,-1.580033,1.693721,0.039498,0.001139
3625,30.208333,-0.561261,0.052038,-0.762672,-0.317190,-1.579882,1.693983,0.039439,0.001151
3626,30.216667,-0.560383,0.054381,-0.763180,-0.317127,-1.579725,1.694318,0.039456,0.001160
3627,30.225000,-0.559835,0.056634,-0.763778,-0.316261,-1.579530,1.694692,0.039516,0.001152
3628,30.233333,-0.559464,0.059234,-0.763939,-0.316051,-1.579369,1.695117,0.039652,0.001084
3629,30.241667,-0.559010,0.061227,-0.763950,-0.316450,-1.579215,1.695549,0.039851,0.001091
3630,30.250000,-0.558332,0.063137,-0.764022,-0.317095,-1.579020,1.696063,0.040030,0.001071
3631,30.258333,-0.557368,0.065001,-0.764278,-0.317796,-1.578869,1.696567,0.040274,0.001116
3632,30.266667,-0.556635,0.067334,-0.764390,-0.318326,-1.578606,1.697109,0.040507,0.001124
3633,30.275000,-0.556041,0.068651,-0.764718,-0.318294,-1.578408,1.697802,0.040707,0.001135
3634,30.283333,-0.555036,0.071260,-0.765061,-0.318651,-1.578186,1.698519,0.040977,0.001120
3635,30.291667,-0.554332,0.074708,-0.765327,-0.318449,-1.577809,1.699213,0.041325,0.001065
3636,30.300000,-0.553855,0.077542,-0.765821,-0.317411,-1.577563,1.700106,0.041648,0.001042
3637,30.308333,-0.550595,0.079716,-0.767825,-0.317702,-1.577262,1.701003,0.042397,0.001076
3638,30.316667,-0.549948,0.082482,-0.768094,-0.317466,-1.576969,1.701919,0.042836,0.001054
3639,30.325000,-0.548921,0.085160,-0.768440,-0.317701,-1.576613,1.702846,0.043291,0.001030
3640,30.333333,-0.546612,0.086589,-0.769723,-0.318189,-1.576138,1.703771,0.044013,0.001163
3641,30.341667,-0.537668,0.094741,-0.772651,-0.323958,-1.576188,1.704327,0.044971,0.000785
3642,30.350000,-0.544721,0.090799,-0.769998,-0.319590,-1.575334,1.705785,0.044660,0.001191
3643,30.358333,-0.538889,0.094174,-0.772235,-0.323083,-1.574911,1.706678,0.045384,0.000829
3644,30.366667,-0.536236,0.100447,-0.771920,-0.326345,-1.574619,1.707524,0.045620,0.000850
3645,30.375000,-0.534278,0.103343,-0.772348,-0.327637,-1.573874,1.708620,0.045799,0.000801
3646,30.383333,-0.541457,0.099770,-0.770098,-0.322211,-1.572597,1.710245,0.045276,0.001249
3647,30.391667,-0.535917,0.103339,-0.772476,-0.324646,-1.571858,1.711371,0.045704,0.000907
3648,30.400000,-0.534481,0.106594,-0.772895,-0.324965,-1.570801,1.712612,0.045791,0.000924
3649,30.408333,-0.532982,0.109565,-0.773029,-0.326118,-1.569855,1.713957,0.045839,0.000953
3650,30.416667,-0.528786,0.116350,-0.773660,-0.329087,-1.568876,1.714943,0.046143,0.000815
